chromosome	start	end	strand	ddb_g	genename	description
chr6	906094	909205	-	DDB_G0291930	DDB_G0291930_ps	putative pseudogene%3B similar to a family of Dictyostelium genes%2C including %3Ca href%3D%22%2Fgene%2FDDB_G0272977%22%3EDDB_G0272977%3C%2Fa%3E
chr6	909614	909859	+	DDB_G0291898	DDB_G0291898	NA
chr6	911015	911794	+	DDB_G0291900	DDB_G0291900	NA
chr6	911883	913067	-	DDB_G0291902	DDB_G0291902	NA
chr6	915091	916881	+	DDB_G0291904	DDB_G0291904	NA
chr6	917876	921680	+	DDB_G0291906	DDB_G0291906	NA
chr6	921791	923035	-	DDB_G0291908	DDB_G0291908	NA
chr6	923283	924659	+	DDB_G0291910	bcs1lB	conserved mitochondrial chaperone necessary for the assembly of mitochondrial respiratory chain complex III%3B %3Ci%3E Dictyostelium%3C%2Fi%3E has a second BCS1-like protein%2C %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0289135%22%3E%3Ci%3Ebcs1lA%3C%2Fi%3E%3C%2Fa%3E
chr6	926086	930902	+	DDB_G0291856	gerD	similar to celA and celB
chr6	931229	932834	-	DDB_G0291912	DDB_G0291912	catalyzes the release of a C-terminal amino acid with broad specificity
chr6	933442	933866	-	DDB_G0291914	DDB_G0291914	NA
chr6	934204	936568	-	DDB_G0291946	DDB_G0291946	NA
chr6	936889	937463	-	DDB_G0291948	DDB_G0291948	belongs to the UPF0539 family%3B similar to human C7orf59
chr6	937759	940485	-	DDB_G0291934	DDB_G0291934	NA
chr6	940721	942478	-	DDB_G0291916	argJ	catalyzes the reactions acetyl-CoA %2B L-glutamate %3D CoA %2B N-acetyl-L-glutamate %3Cb%3Eand%3C%2Fb%3E N%3Csub%3E2%3C%2Fsub%3E-acetyl-L-ornithine %2B L-glutamate %3D L-ornithine %2B N-acetyl-L-glutamate
chr6	943654	945838	+	DDB_G0291918	DDB_G0291918	putative protein serine%2Fthreonine kinase%2C CAMK group%3B kinase domain is similar to those of mammalian death-associated protein kinases (DAPK)
chr6	946580	947959	+	DDB_G0291920	DDB_G0291920	NA
chr6	948054	950082	-	DDB_G0291966	DDB_G0291966	NA
chr6	950884	951927	+	DDB_G0291922	taz	ortholog of S. cerevisiae TAZ1 and H. sapiens tafazzin%2C implicated in Barth syndrome
chr6	952138	953161	+	DDB_G0291924	DDB_G0291924	NA
chr6	954736	956486	-	DDB_G0291862	rpl3	protein component of the large (60S) ribosomal subunit%3B ribosomal protein L3 homolog
chr6	959253	960582	-	DDB_G0291926	DDB_G0291926	weakly similar ro S. cerevisiae Arc1%2C a protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases%2C delivering tRNA to them%2C stimulating catalysis%2C and ensuring their localization to the cytoplasm
chr6	961035	961952	+	DDB_G0291928	ubqI	NA
chr6	962283	963440	+	DDB_G0291936	DDB_G0291936	NA
chr6	964334	965625	+	DDB_G0291938	DDB_G0291938	NA
chr6	966638	968696	+	DDB_G0291968	DDB_G0291968	NA
chr6	968881	972189	+	DDB_G0292166	DDB_G0292166	NA
chr6	972420	975716	-	DDB_G0291996	gxcU	NA
chr6	977829	980754	-	DDB_G0291972	culA	very similar to mammalian cullin 1 (CUL1)%3B involved in ubiquitin-mediated protein degradation%2C which in %3Ci%3EDictyostelium%3C%2Fi%3E controls PKA function and regulates cell differentiation
chr6	982514	984910	-	DDB_G0291998	naglu	catalyzes the hydrolysis of terminal non-reducing N-acetyl-D-glucosamine residues in N-acetyl-alpha-D-glucosaminides%3B mutated in patients with mucopolysaccharidosis type IIIB (Sanfilippo syndrome type B)%2C a lysosomal storage disorder
chr6	988440	992753	+	DDB_G0291978	xacA	contains a RhoGAP domain%2C an SH3 domain%2C and two RhoGEF domains separated by a PH domain
chr6	992955	995071	-	DDB_G0292000	DDB_G0292000	NA
chr6	996494	997917	-	DDB_G0292002	ergic3	conserved protein that might be involved in transport between endoplasmic reticulum and Golgi%3B contains two putative transmembrane domains 
chr6	999481	1004691	+	DDB_G0292004	docC	%3Cb%3ECommunity annotation:%3C%2Fb%3E DDB G0292004 (DockC) is threefold overexpressed in a dicty strain lacking the retinoblastoma-like gene rblA (Doquang et al%2C in preparation). Most genes involved in cell cycle progression%2C but relatively few other genes%2C are upregulated in this strain%2C suggesting that DockC has a role in the cell cycle%2C possibly in cytokinesis. DockA%2C B and D are not regulated by rblA. %3Ci%3EHarry MacWilliams%2C May 2009%3C%2Fi%3E%3Cbr%3E A c-terminal GFP fusion localizes to mitochondria. Rod-shaped and round mitochondria are seen in different cells. Cells with round mitochondria tend to be brighter%2C suggesting that docC might influence the rod to round transition. %3Ci%3EHarry MacWilliams%2C February 2011%3C%2Fi%3E%3Cbr%3E %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FdocC%22%3E There is an image and more information on the wiki page%3C%2Fa%3E
chr6	1004992	1005957	+	DDB_G0292006	DDB_G0292006	NA
chr6	1006156	1010307	-	DDB_G0292154	DDB_G0292154	NA
chr6	1010717	1013122	+	DDB_G0292008	DDB_G0292008	NA
chr6	1013913	1013985	-	DDB_G0295465	tRNA-Ile-AAU-17	transfers an isoleucine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1014321	1016654	+	DDB_G0292010	DDB_G0292010	NA
chr6	1016886	1018043	+	DDB_G0292012	DDB_G0292012	belongs to the GNAT family%3B conserved in fungi
chr6	1018381	1020982	-	DDB_G0292014	psiK	contains a PA14 (anthrax protection antigen) domain and 6 Dictyostelium (CTDC) repeats
chr6	1023224	1025099	-	DDB_G0291982	psiA	secreted glycoprotein that induces prespore cell differentiation and prespore cell division
chr6	1027245	1030001	+	DDB_G0292016	DDB_G0292016	NA
chr6	1030321	1031368	+	DDB_G0292018	DDB_G0292018_ps	putative pseudogene%3B similar to %3Ca href%3D%22%2Fgene%2FDDB_G0270600%22%3EDDB_G0270600%3C%2Fa%3E
chr6	1032623	1035332	-	DDB_G0292020	DDB_G0292020	NA
chr6	1035856	1037445	-	DDB_G0292022	ubr7	NA
chr6	1039810	1040608	+	DDB_G0292024	DDB_G0292024	dual specificity phosphatases remove phosphate groups from tyrosine and serine%2Fthreonine residues 
chr6	1041751	1042269	+	DDB_G0291990	febA	similar to human EIF4EBP1
chr6	1044327	1044740	-	DDB_G0291970	cofB	coding region identical to cofA%2C the 15 kDa actin severing protein
chr6	1044809	1044891	-	DDB_G0295463	tRNA-Leu-UAA-18	transfers a leucine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1046109	1048990	+	DDB_G0292028	DDB_G0292028	NA
chr6	1049058	1050190	-	DDB_G0292030	DDB_G0292030	NA
chr6	1051056	1056184	+	DDB_G0292032	DDB_G0292032	NA
chr6	1056383	1057383	-	DDB_G0291992	DDB_G0291992	no known homologs%3B REMI mutant forms aberrant fruiting bodies (see %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FDDB_G0291992%22%3Ecommunity annotation%3C%2Fa%3E) 
chr6	1058459	1059755	+	DDB_G0292034	mcfP	ortholog of Grave disease carrier protein (slc25a16)%2C belongs to the substrate carrier proteins that are involved in transport of molecules across the mitochondrial membrane%3B may transport coenzyme A %3Cbr%2F%3E%3Cbr%2F%3E %3Cb%3ECommunity annotation:%3C%2Fb%3E Overview of the %3Ca href%3D%22http:%2F%2Fwiki.dictybase.org%2Fdictywiki%2Findex.php%2FMitochondrial_Carrier_Family_%2528MCF%2529%22%3EMitochondrial Carrier Family (MCF)%3C%2Fa%3E%2C %3Ci%3EGerard Klein and Michel Satre%2C April 2007%3C%2Fi%3E 
chr6	1059972	1061543	-	DDB_G0292036	ric8	similar to human RIC8A (synembryn-A)%3B non-receptor guanine nucleotide exchange factor for G%26alpha%3B protein%3B important for chemotaxis and development
chr6	1062124	1062936	+	DDB_G0292038	DDB_G0292038	conserved in bacteria%3B predicted to have a structural domain found in several acyl-CoA acyltransferase enzymes%3B contains a predicted peroxisomal targeting signal
chr6	1063213	1064811	+	DDB_G0292040	hemG	catalyzes the conversion of protoporphyrinogen-IX to protoporphyrin-IX in heme biosynthesis
chr6	1065129	1065905	+	DDB_G0292202	DDB_G0292202	NA
chr6	1066047	1068473	-	DDB_G0292042	DDB_G0292042	very similar to plant and fungi GMC oxidoreductases
chr6	1069821	1071514	+	DDB_G0292044	DDB_G0292044	NA
chr6	1071921	1081998	+	DDB_G0292046	DDB_G0292046	NA
chr6	1082258	1083195	+	DDB_G0292048	DDB_G0292048	NA
chr6	1087783	1089433	+	DDB_G0292168	cyp516A1	NA
chr6	1089711	1092837	-	DDB_G0291980	abcA9	half transporter%2C consisting of one ABC domain and one transmembrane domain
chr6	1093282	1096098	+	DDB_G0291994	abcA1	half transporter%2C consisting of one ABC domain and one transmembrane domain
chr6	1097223	1097304	-	DDB_G0295461	tRNA-Ser-UGA-15	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1099513	1100944	+	DDB_G0292052	sec13	component of the Nup84 nuclear pore complex and the COPII (coat protein complex II) involved in ER to Golgi transport
chr6	1101689	1103010	+	DDB_G0292054	DDB_G0292054	contains 3 CBM49 (carbohydrate-binding module) domains
chr6	1105862	1112768	+	DDB_G0291974	docA	similar to H. sapiens DOCK180 protein%3B contains an SH3 domain
chr6	1113786	1114833	+	DDB_G0292170	DDB_G0292170	NA
chr6	1115547	1121605	+	DDB_G0292056	DDB_G0292056	NA
chr6	1121898	1123685	-	DDB_G0292058	DDB_G0292058	contains a weak tweety (tty) domain%2C which is of unknown function
chr6	1124940	1125021	+	DDB_G0295305	tRNA-Ser-UGA-9	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1125152	1126000	+	DDB_G0292060	DDB_G0292060_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1126179	1127540	+	DDB_G0292062	DDB_G0292062_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1128211	1129275	-	DDB_G0292172	DDB_G0292172_RTE	partial ORF2 protein of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr6	1129630	1129711	-	DDB_G0295459	tRNA-Ser-UGA-14	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1130560	1131894	+	DDB_G0292174	DDB_G0292174_RTE	ORF1 of tRNA-specific non-long terminal repeat retrotransposon TRE5-A%3B formerly known as DRE
chr6	1133095	1133176	-	DDB_G0295457	tRNA-Ser-UGA-13	transfers a serine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1134651	1136344	+	DDB_G0292064	fscF	similar to G-protein-coupled receptors and to frizzled and smoothened proteins%2C but does not contain the N-terminal CRD (cysteine rich domain) domain%3B predicted to have 7 transmembrane domains and a putative signal peptide
chr6	1137104	1138883	+	DDB_G0292156	fscG	has similarity to G-protein-coupled receptors%2C frizzled and smoothened like proteins%2C but does not contain the N-terminal CRD (cysteine rich domain) domain%3B predicted to have 7 transmembrane domains and a putative signal peptide
chr6	1139831	1140547	+	DDB_G0292158	DDB_G0292158	NA
chr6	1141212	1144129	+	DDB_G0292066	ncapH	component of the condensin I complex%2C required for conversion of interphase chromatin into mitotic condensed chromosomes
chr6	1144263	1147638	-	DDB_G0292068	frpA	contains two N-terminal calponin homology (CH) domains%2C which is similar to fimbrins%2C and a long unrelated C-terminal tail
chr6	1148827	1151310	-	DDB_G0292070	DDB_G0292070	contains an F-box domain and 6 Kelch repeats
chr6	1153510	1154993	+	DDB_G0292072	fdfT	catalyzes the reaction farnesyl diphosphate %3C%3D%3E diphosphate %2B presqualene diphosphate
chr6	1155156	1155897	-	DDB_G0292074	commd1	belongs to a family of conserved mammalian HCaRG (hypertension-related%2C calcium-regulated gene) proteins
chr6	1156278	1157333	+	DDB_G0292076	DDB_G0292076	NA
chr6	1157682	1157849	-	DDB_G0292078	DDB_G0292078	NA
chr6	1159633	1160758	+	DDB_G0292080	DDB_G0292080	NA
chr6	1161454	1161954	-	DDB_G0292084	DDB_G0292084_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0292096%22%3EDDB_G0292096%3C%2Fa%3E
chr6	1163265	1164257	-	DDB_G0292178	DDB_G0292178_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0292094%22%3EDDB_G0292094%3C%2Fa%3E
chr6	1164954	1166069	+	DDB_G0292180	mybT	contains one Myb DNA-binding domain 
chr6	1166334	1166713	+	DDB_G0292086	DDB_G0292086_ps	putative pseudogene%3B similar to D. discoideum gene %3Ca href%3D%22%2Fgene%2FDDB_G0293590%22%3EDDB_G0293590%3C%2Fa%3E 
chr6	1166986	1167321	-	DDB_G0292088	DDB_G0292088	NA
chr6	1167971	1168477	-	DDB_G0292090	DDB_G0292090_ps	putative pseudogene%3B fragment%3B similar to a family of D. discoideum genes%2C including %3Ca href%3D%22%2Fgene%2FDDB_G0292096%22%3EDDB_G0292096%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0277355%22%3EDDB_G0277355%3C%2Fa%3E
chr6	1169702	1170070	+	DDB_G0292092	DDB_G0292092	NA
chr6	1170735	1171772	-	DDB_G0292094	DDB_G0292094	NA
chr6	1172608	1174303	+	DDB_G0292182	mybR	contains one Myb DNA-binding domain
chr6	1176701	1177843	-	DDB_G0292096	DDB_G0292096	contains a cytidine and deoxycytidylate deaminase zinc-binding region%3B contains a carbohydrate-binding domain%3B contains a predicted signal peptide
chr6	1180007	1183816	+	DDB_G0292098	DDB_G0292098	NA
chr6	1184434	1186464	-	DDB_G0292100	fscH	similar to G-protein-coupled receptors and to frizzled and smoothened proteins%2C but does not contain the N-terminal CRD (cysteine rich domain) domain%3B predicted to have 7 transmembrane domains and a putative signal peptide
chr6	1187184	1188485	-	DDB_G0292102	fscJ	similar to G-protein-coupled receptors and to frizzled and smoothened proteins%2C but does not contain the N-terminal CRD (cysteine rich domain) domain%3B predicted to have 7 transmembrane domains and a putative signal peptide
chr6	1190069	1191163	+	DDB_G0292104	tkrA	catalyzes the reaction D-gluconate %2B NADP%3Csup%3E%2B%3C%2Fsup%3E %3C%3D%3E 2-dehydro-D-gluconate %2B NADPH %2B H%3Csup%3E%2B%3C%2Fsup%3E
chr6	1191356	1192342	+	DDB_G0292106	DDB_G0292106	NA
chr6	1192584	1195073	-	DDB_G0292108	DDB_G0292108	NA
chr6	1196812	1200751	+	DDB_G0292186	DDB_G0292186	predicted to contain one transmembrane domain near the carboxyl terminus
chr6	1201167	1202370	+	DDB_G0292110	DDB_G0292110	member of the patatin family of glycoproteins%2C which are storage proteins but also possess lipase activity
chr6	1203261	1204837	+	DDB_G0292112	galK	phosphorylates D-galactose to alpha-D-galactose 1-phosphate
chr6	1206606	1210418	+	DDB_G0291984	DDB_G0291984	contains two SH3 domains and one glutaminase domain
chr6	1210911	1212299	+	DDB_G0291976	racD	NA
chr6	1213027	1216562	+	DDB_G0291986	xpo7	ortholog of H. sapiens XPO7 involved in  protein export from nucleus
chr6	1217707	1218333	-	DDB_G0292114	DDB_G0292114	NA
chr6	1219275	1220362	-	DDB_G0292116	DDB_G0292116	belongs to the short-chain dehydrogenases%2Freductases family%3B similar to human HSDL2 (Hydroxysteroid dehydrogenase-like protein 2)
chr6	1220852	1222575	+	DDB_G0292118	alg11	CAZy family GT4%3B catalyzes N-linked mannosylation
chr6	1222744	1226550	-	DDB_G0292120	cnrK	identified as a suppressor of smlA null mutant cnr11
chr6	1227398	1228417	+	DDB_G0292122	psmA2	subunit of an endopeptidase complex involved in an ATP%2Fubiquitin-dependent nonlysosomal proteolytic pathway%3B in eukaryotes composed of up to 28 subunits%2C which form a highly ordered ring-shaped structure (20S ring)
chr6	1228678	1232537	-	DDB_G0292124	DDB_G0292124	NA
chr6	1233335	1239538	-	DDB_G0292128	DDB_G0292128	NA
chr6	1240457	1244236	+	DDB_G0292130	blm	E. coli ATP-dependent DNA helicase RecQ is involved in genome maintenance%3B this is the ortholog of the H. sapiens Bloom syndrome protein%3B defects in BLM cause genetic instability%2C including a high level of sister chromatid exchanges%2C associated with a greatly increased predisposition to a wide range of cancers
chr6	1244360	1246685	-	DDB_G0292132	DDB_G0292132	members of the multi antimicrobial extrusion (MATE) family function as drug%2Fsodium antiporters and are found in bacteria%2C archaea and eukaryotes%3B these proteins are predicted to have 12 alpha-helical transmembrane regions
chr6	1247461	1248649	-	DDB_G0292134	bub3	ortholog of BUB3%2C a mitotic checkpoint protein%3B in human a kinetochore protein that interacts with BUB1
chr6	1249171	1249530	-	DDB_G0292136	hatC	almost identical to hisactophilin I and II (hatA and hatB)%2C histidine-rich%2C pH-dependent%2C actin binding proteins
chr6	1250562	1250632	-	DDB_G0295455	tRNA-Pro-UGG-16	transfers a proline residue to a growing polypeptide chain during protein synthesis%0A
chr6	1250981	1251624	+	DDB_G0292138	DDB_G0292138	NA
chr6	1251863	1252538	-	DDB_G0291988	if1	belongs to the wider family of mitochondrial F1F(o)-ATPase inhibitors%3B contains a conserved ATPIF1 domain
chr6	1253197	1255449	-	DDB_G0292188	DDB_G0292188	conserved hypothetical %3Ci%3EDictyostelium%3C%2Fi%3E protein%3B contains a weak von Willebrand factor%2C type A domain
chr6	1256247	1257987	-	DDB_G0292140	DDB_G0292140	NA
chr6	1258240	1259280	+	DDB_G0292142	cepA	localizes to the centrosomal core structure
chr6	1259597	1262431	-	DDB_G0292190	DDB_G0292190	NA
chr6	1263546	1264675	+	DDB_G0292160	DDB_G0292160	NA
chr6	1266213	1267748	+	DDB_G0292204	fscC	similar to G-protein-coupled receptors and to frizzled and smoothened proteins%2C but does not contain the N-terminal CRD (cysteine rich domain) domain%3B predicted to have 7 transmembrane domains and a putative signal peptide
chr6	1267882	1268940	-	DDB_G0292144	DDB_G0292144	NA
chr6	1269573	1271111	-	DDB_G0292162	DDB_G0292162	contains 12 putative transmembrane domains
chr6	1271733	1273001	+	DDB_G0292146	DDB_G0292146	NA
chr6	1273206	1275068	-	DDB_G0292148	DDB_G0292148	NA
chr6	1275799	1277823	-	DDB_G0292192	DDB_G0292192	NA
chr6	1279409	1281346	+	DDB_G0292194	DDB_G0292194	NA
chr6	1282462	1285363	-	DDB_G0292196	DDB_G0292196	NA
chr6	1289254	1293574	+	DDB_G0292150	ak1	atypical protein serine%2Fthreonine kinase%2C contains an N-terminal ArfGap domain and a C-terminal Alpha kinase domain
chr6	1294776	1298066	+	DDB_G0292152	cdc7	similar to %3Ci%3ES. cerevisiae%3C%2Fi%3E cell division control protein 7 (CDC7)%2C a serine%2Fthreonine kinase required for mitosis and meiosis
chr6	1298736	1299300	-	DDB_G0292198	DDB_G0292198_RTE	ORF2 protein encoding endonuclease and reverse transcriptase of tRNA-specific non-long terminal repeat retrotransposon TRE3-A%3B refer to GenBank AF134169 for full-length consensus element
chr6	1299996	1300066	-	DDB_G0295453	tRNA-Pro-UGG-15	transfers a proline residue to a growing polypeptide chain during protein synthesis%0A
chr6	1300465	1301905	-	DDB_G0292250	sqrdl	ortholog of the conserved sulfide quinone reductase-like protein%3B in S. pombe%2C this oxidoreductase is involved in mitochondrial sulfide oxidation
chr6	1302637	1306509	-	DDB_G0292252	DDB_G0292252	weakly similar to H. sapiens C1orf103
chr6	1307362	1308597	+	DDB_G0292258	DDB_G0292258	NA
chr6	1308810	1309757	-	DDB_G0292254	DDB_G0292254	NA
chr6	1311188	1320534	+	DDB_G0292230	DDB_G0292230	NA
chr6	1321609	1321728	-	DDB_G0292228	DDB_G0292228	NA
chr6	1321993	1322066	-	DDB_G0295451	tRNA-Val-AAC-21	transfers a valine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1323250	1324581	+	DDB_G0292226	DDB_G0292226	NA
chr6	1325480	1325845	+	DDB_G0292224	ecmG	expressed in pstAO cells%3B expression is decreased in %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0281381%22%3E%3Ci%3EdstA%3C%2Fi%3E%3C%2Fa%3E cells
chr6	1326474	1326839	+	DDB_G0292222	ecmI	expression is decreased in %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0281381%22%3E%3Ci%3EdstA%3C%2Fi%3E%3C%2Fa%3E cells
chr6	1327483	1327851	+	DDB_G0292220	ecmH	expression is decreased in %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0281381%22%3E%3Ci%3EdstA%3C%2Fi%3E%3C%2Fa%3E cells
chr6	1328404	1328772	+	DDB_G0292218	st15	similar to beta-1%2C4-endoglucanase%3B expressed in pstO cells%3B expression is decreased in %3Ca href%3D%22%2Fdb%2Fcgi-bin%2Fgene_page.pl?primary_id%3DDDB_G0281381%22%3E%3Ci%3EdstA%3C%2Fi%3E%3C%2Fa%3E cells
chr6	1328996	1330184	-	DDB_G0292216	bxdc1	ortholog of S. cerevisiae RPF2 and H. sapiens BXDC1%2C a nucleolar protein involved in the assembly of the large ribosomal subunit
chr6	1330581	1333346	-	DDB_G0292214	DDB_G0292214	similar to tipA
chr6	1334023	1335234	+	DDB_G0292212	vps26l	ortholog of H. sapiens DSCR3%2C the Down syndrome critical region gene 3
chr6	1335430	1336489	-	DDB_G0292210	DDB_G0292210	NA
chr6	1336984	1337310	-	DDB_G0292208	DDB_G0292208	contains two transmembrane domains
chr6	1339608	1340092	+	DDB_G0292256	DDB_G0292256	NA
chr6	1340609	1340914	-	DDB_G0292232	DDB_G0292232	NA
chr6	1341999	1347696	-	DDB_G0292234	DDB_G0292234	NA
chr6	1348680	1349786	+	DDB_G0292236	DDB_G0292236	conserved hypothetical protein%3B contains a putative signal peptide
chr6	1350474	1354123	+	DDB_G0349136	DDB_G0349136	NA
chr6	1354305	1354870	+	DDB_G0349138	DDB_G0349138	NA
chr6	1355092	1358264	-	DDB_G0292206	manA	NA
chr6	1358978	1360309	+	DDB_G0292240	DDB_G0292240	NA
chr6	1360709	1367727	-	DDB_G0292242	taf1	ortholog of H. sapiens and S. cerevisiae TAF1%3B an atypical TAF1 family protein kinase and contains a bromodomain%3B putative HAF group protein (histone acetyltransferase)
chr6	1368967	1370237	+	DDB_G0292244	rpb3	component of the RNA polymerase II complex%3B ortholog of S. cerevisiae RPB3
chr6	1370987	1372138	+	DDB_G0292246	DDB_G0292246	NA
chr6	1372308	1373349	-	DDB_G0292248	DDB_G0292248	expressed in pstO cells and in pstO cells and upper cup during culmination
chr6	1373916	1378288	+	DDB_G0292260	DDB_G0292260_RTE	partial ORF1 and ORF2 of tRNA-specific non-long terminal repeat retrotransposon TRE3-B%3B refer to GenBank AF134170 for full-length consensus element
chr6	1374085	1374157	+	DDB_G0295307	tRNA-Ile-AAU-12	transfers an isoleucine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1379067	1381564	-	DDB_G0292272	DDB_G0292272_TE	putative DNA transposon Tdd-4%3B refer to U57081 for full-length consensus element
chr6	1381886	1382979	+	DDB_G0292274	DDB_G0292274_ps	NA
chr6	1383635	1384645	+	DDB_G0292280	DDB_G0292280_ps	putative pseudogene%3B similar to a protein family including %3Ca href%3D%22%2Fgene%2FDDB_G0279871%22%3EDDB_G0279871%3C%2Fa%3E and %3Ca href%3D%22%2Fgene%2FDDB_G0279891%22%3EDDB_G0279891%3C%2Fa%3E
chr6	1385822	1387600	+	DDB_G0292282	DDB_G0292282	NA
chr6	1387934	1389603	+	DDB_G0292284	DDB_G0292284	NA
chr6	1390052	1393777	+	DDB_G0292286	DDB_G0292286	NA
chr6	1393939	1394946	-	DDB_G0292288	DDB_G0292288	NA
chr6	1396696	1399005	+	DDB_G0292290	DDB_G0292290	NA
chr6	1399162	1401335	-	DDB_G0292292	DDB_G0292292	NA
chr6	1403334	1404843	+	DDB_G0292270	comG	catalyzes the reaction aldehyde %2B NAD%2B %2B H%3Csub%3E2%3C%2Fsub%3EO %3D an acid %2B NADH %2B H%2B
chr6	1406177	1412714	+	DDB_G0292358	ino80	similar to S. cerevisiae INO80%2C an ATPase that forms a large complex%2C containing actin and several actin-related proteins%2C that has chromatin remodeling activity and 3%27 to 5%27 DNA helicase activity in vitro%3B chromatin remodeling complex subunit R (CHR) protein%3B SWI2%2FSNF2 homolog
chr6	1412890	1413984	-	DDB_G0292294	hemE	catalyzes the reaction uroporphyrinogen III %3C%3D%3E coproporphyrinogen %2B 4 CO%3Csub%3E2%3C%2Fsub%3E in heme biosynthesis
chr6	1414792	1417980	+	DDB_G0292296	xpc	putative ortholog of H. sapiens XPC and S. cerevisiae RAD4
chr6	1420214	1421897	+	DDB_G0292354	DDB_G0292354	putative protein serine%2Fthreonine kinase%2C TTBK family%3B similar to casein kinase%3B similar to mammalian tau-tubulin kinase (TTBK)%2C which phosphorylates the microtubule-associated protein tau implicated in Alzheimer%27s disease
chr6	1422661	1423817	+	DDB_G0292268	rab2A	similar to N. tabacum rab2
chr6	1424473	1425495	-	DDB_G0292298	DDB_G0292298	NA
chr6	1426160	1427984	+	DDB_G0292300	rsmM	NA
chr6	1428528	1430846	-	DDB_G0292302	DDB_G0292302	NA
chr6	1433748	1437035	-	DDB_G0292304	mrkA	CAMKL family protein kinase%2C similar to MARK kinases%2C SNF1 kinases%2C and AMPK kinases%3B contains 1 kinase-associated (KA1) domain and 1 UBA domain
chr6	1438508	1440245	+	DDB_G0292306	atp5C1	NA
chr6	1441126	1442403	+	DDB_G0292342	DDB_G0292342	NA
chr6	1442668	1444348	-	DDB_G0292310	psenB	putative catalytic component of the gamma-secretase complex%3B similar to presenilin 2%2C a gene that has been associated with early-onset familial Alzheimer%27s disease
chr6	1444957	1450121	-	DDB_G0292340	DDB_G0292340	member of the patatin family of glycoproteins%2C which are storage proteins but also possess lipase activity
chr6	1453608	1453680	+	DDB_G0295309	tRNA-Gln-UUG-13	transfers a glutamine residue to a growing polypeptide chain during protein synthesis%0A
chr6	1454104	1455853	-	DDB_G0292312	DDB_G0292312	NA
chr6	1457514	1460233	+	DDB_G0292314	gdt7	highly similar to other Dictyostelium GDT proteins%2C however%2C it does not contain a protein kinase domain
chr6	1463619	1469554	+	DDB_G0292262	myoM	unconventional myosin and guanyl-nucleotide exchange factor which acts on Rac1A%2C Rac1B%2C and human Rac1%2C but not on RacC and RacE
chr6	1471614	1472506	+	DDB_G0292318	rsmD	NA
chr6	1472850	1476705	-	DDB_G0292264	nosA	similar to ubiquitin-fusion-degradation protein 2 (UFD2) from Saccharomyces cerevisiae
chr6	1479615	1480727	+	DDB_G0292320	DDB_G0292320	NA
chr6	1481023	1482087	-	DDB_G0292322	DDB_G0292322	NA
chr6	1482971	1483268	+	DDB_G0292360	DDB_G0292360	NA
chr6	1483431	1483970	+	DDB_G0292324	med28	ortholog of the mediator of RNA polymerase II transcription subunit 28%3B the mediator complex functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery
chr6	1484064	1485449	-	DDB_G0292326	gcvT	catalyzes the reaction protein-S-aminomethyldihydrolipoyllysine %2B tetrahydrofolate %3C%3D%3E protein-dihydrolipoyllysine %2B 5%2C10-methylenetetrahydrofolate %2B NH%3Csub%3E3%3C%2Fsub%3E
chr6	1486590	1488689	+	DDB_G0292362	DDB_G0292362	putative ortholog of mammalian thimet oligopeptidase THOP1%2C involved in cytoplasmic peptide degradation%2C including neuropeptides%2C and S. cerevisiae PRD1%2C involved in degradation of mitochondrial proteins and of presequence peptides cleaved from imported proteins
